linear,nonlinear
18.43981261941824,100.07804783184615
26.604409122186585,72.19480435050016
19.192022157510582,52.08025024565695
13.84483725259506,37.56991226756935
9.987458173060924,27.102371841674074
7.2048026959432905,19.551245001197458
5.197436724314636,14.103975227786261
3.749352986753683,10.174396422642117
2.704727073879672,7.339657143860087
1.9511495913494272,5.294718696227253
1.407530086247775,3.819530734893313
1.0153711208139655,2.755352237610728
0.7324735199678197,1.9876698088392137
0.5283954311951115,1.4338752002071804
0.3811765583985125,1.034376058337543
0.27497507329959053,0.7461833514393575
0.19836291876211087,0.538285434829776
0.14309606619674742,0.3883109709770716
0.10322739774287401,0.2801216098356837
0.07446675285695327,0.20207538425699006
0.053719275636310085,0.1457739491109769
0.03875238567126953,0.1051588578787339
0.027955536051749254,0.07585962946234492
0.02016690673136965,0.0547234524291054
0.01454838418654538,0.03947591942442467
0.010495374266792918,0.0284762842929942
0.007571743438823942,0.02054090578306843
0.005462887626093141,0.01481587908413918
0.003941878507423839,0.010685149419186227
0.002845044368652184,0.0077042200414696145
0.0020543578281913776,0.005552321131095627
0.0014847352268739294,0.0039978926145281075
0.0010748810034571406,0.002873666605776763
0.000780691843581787,0.0020586681575507494
0.0005705108403337624,0.0014651974714565287
0.00042172097934803886,0.0010293927577738557
0.00031831138251821843,0.000704358239446816
0.0002491544203209906,0.000455117823219933
0.00020680829743096796,0.0002548514159970823
0.00018671626107360657,8.200888651522731e-05
