linear,nonlinear
1.4905618968299816e-06,0.0007603407490477709
3.2239762147817113e-06,0.0017403314996558982
1.7433678226786096e-06,0.0023409794516091554
3.8130971577023734e-06,0.0029696341792546225
4.172692742788835e-06,0.003357246612024388
1.363822109131807e-06,0.004117081881244592
3.6764015293038743e-06,0.004329470607140677
8.690820253282327e-06,0.004796720325277806
5.2076699694504715e-06,0.0053937179726878835
1.5280993050602405e-06,0.006017380962748586
8.95787856636598e-06,0.006673107430695096
9.51753902134485e-06,0.006723255730138429
1.1873049796659083e-05,0.007550784078405497
7.306053099476151e-06,0.007986217412492596
1.7278841870220586e-05,0.009626045734754606
1.9306309337998546e-05,0.00975104093120898
2.4209253700090187e-05,0.010726944189448728
1.4475559582127163e-05,0.011468282091248578
1.5485600157791497e-05,0.012800333547366545
5.8128918142402956e-05,0.01413611111835738
7.329400596131389e-05,0.015575009173717564
2.5917004207431623e-05,0.017228669679907556
4.269870241431736e-05,0.01960237356232527
7.83457857127374e-05,0.020354978788618805
0.0001440101945576315,0.022071656177559733
0.00010821672448941357,0.024824025473750382
0.0001403038571731199,0.02916247841912119
0.00019457726474163102,0.03047280471256567
0.00023837002562817098,0.03272436152621439
0.00016361521497700515,0.03593739804891602
0.00020917456964827138,0.04102239631085826
0.00038483654947702464,0.04376145236707699
0.0005270112242791149,0.04632781072683614
0.0005153299733918327,0.05180778985673519
0.0006345659178139334,0.06121139616798066
0.0008538944792101613,0.06452297491666535
0.0010396078091835935,0.0684699152322941
0.0009532807155139281,0.07692105843800706
0.001417730780807809,0.08925904418971996
0.0018203755677747326,0.09420981781810762
0.0020657182658361745,0.10027608266134272
0.0016989254188963575,0.11015704063435369
0.002973288741541224,0.1298160125443312
0.0036561064525930634,0.133595640170377
0.004696833913286705,0.14715701996284877
0.0036355739220462085,0.15743924741537446
0.005292065556199452,0.1885855453603256
0.006628540958042516,0.19291909410687322
0.010047406072297507,0.2065679648626628
0.009228333343573387,0.22997326277091015
0.00882283361174978,0.260225031411341
0.02036943453705739,0.29010638048194065
0.02383189575706175,0.3014171274766248
0.0192151866793683,0.35074922799019315
0.026872518185550906,0.39574801457612885
0.03897173047191644,0.42508017805888176
0.04211638185752916,0.4477459870747717
0.03254583001675299,0.4997833701509295
0.062717417482077,0.5799219070511485
0.07754338691479042,0.6044704241769623
0.08301464529655313,0.6561128475630609
0.06262686584408644,0.7020146658493939
0.11156149872027296,0.8177765169523972
0.19246225128555272,0.8802008018002364
0.21733513122697454,0.9508404173725005
0.1311466003731157,1.057878643779663
0.23450970009918728,1.2109272586967654
0.35479618623149695,1.2757042189546863
0.4566449520916093,1.3741626579961548
0.35375274299062254,1.546223636254758
0.5648055917722644,1.82006061605351
0.5672300124392328,1.8223612924018435
0.7593445090602583,1.9634043276764062
0.7902409688524304,2.1578041064347926
1.4369804451176815,2.537631778369634
1.8123590819572817,2.770706295012896
1.6522488995812703,2.918664903942389
1.0777800503311459,3.2583650763902967
2.327547221719483,3.6538838955688946
3.593075946886492,3.98861622422753
3.5307943687011556,4.144574335305231
2.055197817489262,4.599067411256242
2.864493197031486,4.98163892448869
8.379924077495323,5.627191976256772
9.462084197213127,5.99340804461498
5.453214311024516,6.692744895074266
5.333519004962598,7.320255977390066
14.542435047288302,8.241342719678844
15.918207044283525,8.383998463058687
19.893121896056346,9.473850642937158
33.71101435564199,11.364104754436218
30.83452609672395,12.424619918134633
24.03244345006033,13.027174505868642
18.920960728767895,13.424108533607
43.22677738204106,15.810291943269057
76.74706150511409,17.36522766951057
78.82548065469108,18.662053663106015
59.24191517392005,20.482543033604074
105.37697122288812,23.9025387564379
129.0180594993751,25.48342623932792
135.45211369311133,26.758801409250246
145.58141627110368,29.44445121452734
308.18330660612605,34.90281828085102
333.38526111544013,37.78392353201866
269.67574542432413,40.59146303997838
210.5970383364311,43.97304929675177
429.63154542153944,50.79494871716839
526.2641608578101,52.952942840763264
623.0326580708945,55.78847675056217
703.0807648911207,63.183054737442475
873.7528021901803,72.11428635199584
970.8609675520388,75.18191644501519
1111.4220345919796,80.35827256021348
1045.4785484292918,89.4978093155478
869.5615058847062,95.143111670587
800.0938039894904,98.01635626513472
700.4821820363051,102.69811495387886
710.882576501322,106.94396369497285
928.3589297236048,118.04935638198607
332.02815388525505,131.85588698622877
