linear,nonlinear
13.09504963663136,-12.396556637549889
0.05453217501840594,0.050214746844078874
59.583649698476556,72.97003095911981
31.37549922773153,30.985031476888263
2.10353001280873,1.976192666398028
5.006706825776264,4.949688989611313
0.33826059510933826,0.3150145030655966
0.7915674773485306,0.7890053110847804
0.01963592556752324,0.020047800780436335
0.12483227934487029,0.12577118576105487
0.0020410232702866475,0.0008524869330734181
0.008802554238337664,0.007996467423334014
0.0033087618030425226,0.0031227133889834536
