linear,nonlinear
1.4906504678641385e-06,0.0007603597943350028
3.2246889698359808e-06,0.0017404322903768665
1.740400550161754e-06,0.00234077986750399
3.7516870673148754e-06,0.002968715096015895
3.6011546595353793e-06,0.0033215502972081643
1.393310954057199e-06,0.0037153423335251966
9.125566647508109e-06,0.004500772363353495
8.408757583909466e-06,0.005174291430518129
9.468840341916419e-06,0.006319590877773496
2.0310692017827485e-05,0.007105119828340346
1.0516316222092954e-05,0.008071786580649807
3.7205309160863726e-05,0.009699869883484712
3.171750019032981e-05,0.010908208961149995
1.440540646210598e-05,0.012131859574772908
7.281763028213974e-05,0.014081549331121341
8.746223961169642e-05,0.015992931089422863
0.00011480569121747182,0.020190759944269054
0.00010324664673646844,0.021124697724281563
0.0001869333648080463,0.024602971110053395
0.0005698753779587732,0.03124315633613345
-4.610134948077106e-05,0.03649095742891949
0.0005550358976123757,0.03949922036589962
0.0012033995955948592,0.04777391141765817
-0.00012321998753417283,0.05355749694210483
0.0018641066484641816,0.0621299848249461
0.0016415985620262302,0.07319935146649163
0.00048225211986537285,0.08163524876694499
0.004908342208381903,0.09542372090595952
0.002072263719988956,0.11357982826265879
0.005162023192353212,0.13014329063157978
0.00898226962505534,0.14887329978833141
0.008075128233310127,0.1902848173766978
0.010444235618896236,0.19588200920906942
0.0151058148162362,0.22776788432071715
0.028880164585073507,0.28103641135711377
0.02166508054387914,0.3106207137169141
0.011669577412579044,0.3267327406467032
0.06412103573185597,0.3999067645756967
0.0678064458650019,0.4594500851664258
0.0297527296457024,0.522806455120242
0.1791113090894025,0.6102934011617546
0.08895676255466742,0.6954519656553977
0.22987974010779635,0.8320601011269863
0.35733794438384237,0.9559022287455198
0.07192589944020747,1.083657638118756
0.7880277268325566,1.2652921454062045
0.620243409329565,1.4935407326676546
0.8370395974096395,1.8313601019122367
1.0385270253424912,1.9086084281304267
1.1049888770322918,2.2227015875934137
3.653272187858601,2.7135072276854304
1.5171201343622363,3.1162134700977666
1.3940919522500266,3.410837730719219
5.756038933417912,3.9130946163127307
5.160380637877999,4.3627211278997935
11.15595968800716,5.448144545755025
9.87317243818137,6.122064712318897
8.250022007019544,6.817110618282895
35.857766702803254,8.334952239367075
11.9809303427797,9.569869333608725
18.878221482180784,10.610410995251438
58.111569276831695,12.191282350470965
40.70172072335737,13.535870389317218
101.37711936559317,16.695087271766667
86.44883343959673,18.720226039553612
64.31379294824933,20.183110145971153
251.10295569680076,24.695796165420823
149.87039917851953,27.62497587820861
147.35644550115785,29.96169812349162
680.8236566195574,36.70760749981387
480.4757623816846,43.491102929186376
742.0376114946273,52.702672664478044
704.9664822372148,54.42997778036846
881.6526471581441,63.40148752134493
2514.746485393743,75.49849144680157
2043.1879622391546,90.0492053533886
1328.2617858965968,99.53718059784315
1101.8895126162615,106.01857781663628
899.2246317325529,118.16585155808846
336.7379916072527,131.76685222281887
