linear,nonlinear
1.5433627777824199e-06,0.0007736612302309616
2.9602188071538883e-06,0.0017515367175698576
1.9268035718270886e-06,0.0022253568147174913
6.204833988511819e-06,0.003109389751115844
2.8685139541700746e-06,0.00352089376898257
1.5561810241768504e-05,0.004769863713660577
1.6506599889494558e-06,0.005169500300426529
3.415887645897541e-05,0.006915662065356024
6.589289480429301e-05,0.009827150283316396
7.715997886589376e-06,0.011995212517949048
0.0001179956975807626,0.013926319364317942
0.00013467501366331097,0.01809008093024922
0.00027364376576240006,0.022510792776528656
0.0006337923069762739,0.030742159464975573
0.0012759217569206884,0.04322281215868112
0.0017277648016656706,0.0594646059336831
0.0011829841027951537,0.06675923777821405
0.005103191362126456,0.08801206698362254
0.009690176431731416,0.12226459507660452
0.017518874914415755,0.1678801008163146
0.03254796447434352,0.22873485999313448
0.06392497992111092,0.314148969858637
0.12258593071647544,0.43532926773806935
0.1553338200291685,0.5820306423353533
1.4455856121441302,0.7497001750928568
-3.589562270513781,0.7901725348424462
2.7629436417354687,0.8200261018899272
0.5811688094518331,1.159052997858534
0.9806663229998767,1.4156428413974054
2.424584524649259,1.9124518291237662
4.755297330682464,2.67519809321507
0.6062871088076837,3.2980627368179407
8.742191930678802,3.7716484530840337
183.40236135762325,5.346282878625557
-174.9598118004777,5.388324039128308
30.502044755890658,6.494924724501858
1170.66051963827,9.62673194111894
-1136.7909189086456,9.676544756157721
122.50280264714236,12.230562109001108
4989.2888829815265,18.786720284090322
-4871.590431933198,18.885223149714726
441.4845986481292,23.482233848358565
633.0408923086787,32.663027766480035
1088.4190727705086,43.48526163685591
2889.914590054785,59.701826851649855
-2155.0105705278015,67.3891830248165
4476.437484884817,75.36791394403991
3647.7278344183615,98.63211987784095
1047.6705723258,118.61994676230444
330.54445495667244,131.14880915776328
