linear,nonlinear
21.060401064138873,-48.26159440939828
1.99287425573751,4.411324844820077
20.36406198983545,92.36594561394308
26.894710114354922,69.80662762433724
9.85953665721544,21.859884045031386
14.596646648810603,32.56963999682989
4.436687670246129,9.821726099331855
6.613654825676777,14.654532435022082
1.33458098104504,2.956352649622842
2.9714878642809603,6.58234789805041
0.0012651824570078505,0.000556609567323979
0.8950877751834078,1.9812679943962468
0.40202225412647147,0.8898506014412569
0.5993890009013857,1.3277923610761893
0.18056560819886117,0.39966025274307126
0.2691980082812868,0.5963538520413827
0.08109994384338394,0.17950014725530172
0.12090223639984485,0.2678415114575058
0.03642561078371893,0.08061919582164367
0.05429958202691432,0.12029614279889025
0.016360742845880596,0.03620828778186155
0.02438717622791546,0.05402871152775216
0.007352182631557241,0.016259017442929343
0.010954234111394835,0.0242649218516942
0.003335073371692539,0.007274340004226264
0.004931814806311325,0.010888451767314856
0.0016941090804895819,0.0030676071635640867
0.0023027303510883947,0.004812172645828789
0.0013856455089567797,0.001720787122275107
